codigo_municipio,municipio,grupo,variable,mes,total-H,total-M,TOTAL-H1,TOTAL-M1,TOTAL
71001,MONTERO,violencia intrafamiliar,violencia contra la mujer,2001-12-01,28,0,28,0,28
30302,MOROCHATA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,1,0,1,0,1
60201,PADCAYA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,3,0,3,0,3
10401,PADILLA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,1,0,1,0,1
20102,PALCA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,1,0,1,0,1
21802,PAPEL PAMPA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,1,0,1,0,1
21305,PATACAMAYA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,5,0,5,0,5
40602,PAZÑA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,4,0,4,0,4
50403,POCOATA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,3,0,3,0,3
31203,POCONA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,1,0,1,0,1
31202,POJO (CBBA),violencia intrafamiliar,violencia contra la mujer,2001-12-01,4,0,4,0,4
70804,POSTRER VALLE,violencia intrafamiliar,violencia contra la mujer,2001-12-01,1,0,1,0,1
50101,POTOSI,violencia intrafamiliar,violencia contra la mujer,2001-12-01,3,0,3,0,3
21201,PUCARANI,violencia intrafamiliar,violencia contra la mujer,2001-12-01,1,0,1,0,1
20401,PUERTO ACOSTA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,2,0,2,0,2
71402,PUERTO QUIJARRO,violencia intrafamiliar,violencia contra la mujer,2001-12-01,1,0,1,0,1
71401,PUERTO SUAREZ,violencia intrafamiliar,violencia contra la mujer,2001-12-01,1,0,1,0,1
51101,PUNA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,4,0,4,0,4
31401,PUNATA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,4,0,4,0,4
20604,QUIABAYA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,2,0,2,0,2
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra la mujer,2001-12-01,7,0,7,0,7
80201,RIBERALTA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,2,0,2,0,2
31001,SACABA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,4,0,4,0,4
30404,SACABAMBA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,30,0,30,0,30
80602,SAN ANDRES,violencia intrafamiliar,violencia contra la mujer,2001-12-01,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra la mujer,2001-12-01,7,0,7,0,7
60501,SAN LORENZO(TJA),violencia intrafamiliar,violencia contra la mujer,2001-12-01,1,0,1,0,1
10702,SAN LUCAS,violencia intrafamiliar,violencia contra la mujer,2001-12-01,2,0,2,0,2
71201,SAN MATIAS,violencia intrafamiliar,violencia contra la mujer,2001-12-01,1,0,1,0,1
50501,SAN PEDRO DE BUENA VISTA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,1,0,1,0,1
10403,SOPACHUY,violencia intrafamiliar,violencia contra la mujer,2001-12-01,2,0,2,0,2
20601,SORATA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,4,0,4,0,4
10101,SUCRE,violencia intrafamiliar,violencia contra la mujer,2001-12-01,6,0,6,0,6
20603,TACACOMA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,2,0,2,0,2
30602,TACOPAYA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,2,0,2,0,2
30401,TARATA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,3,0,3,0,3
60101,TARIJA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,2,0,2,0,2
31601,TIRAQUE (CBBA),violencia intrafamiliar,violencia contra la mujer,2001-12-01,1,0,1,0,1
30802,TOCO,violencia intrafamiliar,violencia contra la mujer,2001-12-01,1,0,1,0,1
70802,TRIGAL,violencia intrafamiliar,violencia contra la mujer,2001-12-01,1,0,1,0,1
50801,TUPIZA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,1,0,1,0,1
60401,URIONDO (A. CONCEPCION),violencia intrafamiliar,violencia contra la mujer,2001-12-01,1,0,1,0,1
70801,VALLEGRANDE,violencia intrafamiliar,violencia contra la mujer,2001-12-01,1,0,1,0,1
20801,VIACHA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,3,0,3,0,3
31302,VILA VILA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,1,0,1,0,1
10801,VILLA SERRANO,violencia intrafamiliar,violencia contra la mujer,2001-12-01,3,0,3,0,3
31003,VILLA TUNARI,violencia intrafamiliar,violencia contra la mujer,2001-12-01,7,0,7,0,7
11001,VILLA VACA GUZMAN (MUYUPAMPA),violencia intrafamiliar,violencia contra la mujer,2001-12-01,2,0,2,0,2
60301,YACUIBA,violencia intrafamiliar,violencia contra la mujer,2001-12-01,7,0,7,0,7
20201,ACHACACHI,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
30201,AIQUILE,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
20202,ANCORAIMES,violencia intrafamiliar,violencia contra la mujer,2002-01-01,2,0,2,0,2
41201,ANDAMARCA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
50802,ATOCHA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
60202,BERMEJO,violencia intrafamiliar,violencia contra la mujer,2002-01-01,2,0,2,0,2
10701,CAMARGO,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
70706,CAMIRI,violencia intrafamiliar,violencia contra la mujer,2002-01-01,3,0,3,0,3
22001,CARANAVI,violencia intrafamiliar,violencia contra la mujer,2002-01-01,5,0,5,0,5
40201,CHALLAPATA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
50302,CHAQUI,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
20501,CHUMA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
30801,CLIZA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,13,0,13,0,13
30101,COCHABAMBA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,11,0,11,0,11
30905,COLCAPIRHUA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,2,0,2,0,2
31002,COLOMI,violencia intrafamiliar,violencia contra la mujer,2002-01-01,3,0,3,0,3
71301,COMARAPA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
21701,COPACABANA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,3,0,3,0,3
21402,CORIPATA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
70102,COTOCA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
10902,CULPINA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,5,0,5,0,5
20105,EL ALTO,violencia intrafamiliar,violencia contra la mujer,2002-01-01,23,0,23,0,23
60601,ENTRE RIOS,violencia intrafamiliar,violencia contra la mujer,2002-01-01,5,0,5,0,5
41101,EUCALIPTUS,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
71002,GENERAL SAAVEDRA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
21601,GRAL. J.J. PEREZ (CHARAZANI),violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
10502,HUACARETA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,2,0,2,0,2
40701,HUANUNI,violencia intrafamiliar,violencia contra la mujer,2002-01-01,2,0,2,0,2
10304,ICLA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
70104,LA GUARDIA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
20101,LA PAZ,violencia intrafamiliar,violencia contra la mujer,2002-01-01,37,0,37,0,37
80601,LORETO,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
70903,MAIRANA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
71003,MINEROS,violencia intrafamiliar,violencia contra la mujer,2002-01-01,6,0,6,0,6
31301,MIZQUE,violencia intrafamiliar,violencia contra la mujer,2002-01-01,9,0,9,0,9
10501,MONTEAGUDO,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
71001,MONTERO,violencia intrafamiliar,violencia contra la mujer,2002-01-01,31,0,31,0,31
40101,ORURO,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
60201,PADCAYA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
21104,PALOS BLANCOS,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
40802,PAMPA AULLAGAS,violencia intrafamiliar,violencia contra la mujer,2002-01-01,3,0,3,0,3
40602,PAZÑA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,4,0,4,0,4
50403,POCOATA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
40601,POOPO,violencia intrafamiliar,violencia contra la mujer,2002-01-01,4,0,4,0,4
70103,PORONGO,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
90102,PORVENIR,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
70804,POSTRER VALLE,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
50101,POTOSI,violencia intrafamiliar,violencia contra la mujer,2002-01-01,7,0,7,0,7
21201,PUCARANI,violencia intrafamiliar,violencia contra la mujer,2002-01-01,2,0,2,0,2
20401,PUERTO ACOSTA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,6,0,6,0,6
71402,PUERTO QUIJARRO,violencia intrafamiliar,violencia contra la mujer,2002-01-01,3,0,3,0,3
71401,PUERTO SUAREZ,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
31205,PUERTO VILLARROEL,violencia intrafamiliar,violencia contra la mujer,2002-01-01,3,0,3,0,3
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra la mujer,2002-01-01,10,0,10,0,10
21002,QUIME,violencia intrafamiliar,violencia contra la mujer,2002-01-01,2,0,2,0,2
80201,RIBERALTA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,7,0,7,0,7
31001,SACABA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,4,0,4,0,4
30404,SACABAMBA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,2,0,2,0,2
80302,SAN BORJA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra la mujer,2002-01-01,7,0,7,0,7
71104,SAN JULIAN,violencia intrafamiliar,violencia contra la mujer,2002-01-01,2,0,2,0,2
70101,SANTA CRUZ DE LA SIERRA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,2,0,2,0,2
80303,SANTA ROSA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,2,0,2,0,2
20601,SORATA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,4,0,4,0,4
10101,SUCRE,violencia intrafamiliar,violencia contra la mujer,2002-01-01,22,0,22,0,22
31101,TAPACARI,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
30401,TARATA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,6,0,6,0,6
60101,TARIJA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,5,0,5,0,5
10202,TARVITA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
30903,TIQUIPAYA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
31601,TIRAQUE (CBBA),violencia intrafamiliar,violencia contra la mujer,2002-01-01,3,0,3,0,3
41001,TOLEDO,violencia intrafamiliar,violencia contra la mujer,2002-01-01,4,0,4,0,4
31201,TOTORA(CBBA),violencia intrafamiliar,violencia contra la mujer,2002-01-01,3,0,3,0,3
60401,URIONDO (A. CONCEPCION),violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
51201,UYUNI,violencia intrafamiliar,violencia contra la mujer,2002-01-01,45,0,45,0,45
20801,VIACHA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,5,0,5,0,5
31003,VILLA TUNARI,violencia intrafamiliar,violencia contra la mujer,2002-01-01,6,0,6,0,6
11001,VILLA VACA GUZMAN (MUYUPAMPA),violencia intrafamiliar,violencia contra la mujer,2002-01-01,2,0,2,0,2
70201,WARNES,violencia intrafamiliar,violencia contra la mujer,2002-01-01,2,0,2,0,2
60301,YACUIBA,violencia intrafamiliar,violencia contra la mujer,2002-01-01,5,0,5,0,5
21103,YANACACHI,violencia intrafamiliar,violencia contra la mujer,2002-01-01,1,0,1,0,1
30201,AIQUILE,violencia intrafamiliar,violencia contra la mujer,2002-02-01,3,0,3,0,3
10404,ALCALA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,2,0,2,0,2
20701,APOLO,violencia intrafamiliar,violencia contra la mujer,2002-02-01,3,0,3,0,3
30301,AYOPAYA (V. DE INDEPENDENCIA),violencia intrafamiliar,violencia contra la mujer,2002-02-01,3,0,3,0,3
21203,BATALLAS,violencia intrafamiliar,violencia contra la mujer,2002-02-01,2,0,2,0,2
60202,BERMEJO,violencia intrafamiliar,violencia contra la mujer,2002-02-01,5,0,5,0,5
50301,BETANZOS,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
70401,BUENA VISTA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
21003,CAJUATA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
20303,CALACOTO,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
10701,CAMARGO,violencia intrafamiliar,violencia contra la mujer,2002-02-01,3,0,3,0,3
10901,CAMATAQUI (C. VILLA ABECIA),violencia intrafamiliar,violencia contra la mujer,2002-02-01,3,0,3,0,3
70706,CAMIRI,violencia intrafamiliar,violencia contra la mujer,2002-02-01,6,0,6,0,6
22001,CARANAVI,violencia intrafamiliar,violencia contra la mujer,2002-02-01,3,0,3,0,3
60302,CARAPARI,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
50302,CHAQUI,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
30801,CLIZA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,3,0,3,0,3
90101,COBIJA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
30101,COCHABAMBA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,3,0,3,0,3
31002,COLOMI,violencia intrafamiliar,violencia contra la mujer,2002-02-01,6,0,6,0,6
21701,COPACABANA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,4,0,4,0,4
70102,COTOCA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,2,0,2,0,2
20804,DESAGUADERO,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra la mujer,2002-02-01,29,0,29,0,29
60601,ENTRE RIOS,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
20602,GUANAY,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
10502,HUACARETA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,3,0,3,0,3
40501,HUACHACALLA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
40701,HUANUNI,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
10304,ICLA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
20101,LA PAZ,violencia intrafamiliar,violencia contra la mujer,2002-02-01,24,0,24,0,24
31301,MIZQUE,violencia intrafamiliar,violencia contra la mujer,2002-02-01,2,0,2,0,2
10501,MONTEAGUDO,violencia intrafamiliar,violencia contra la mujer,2002-02-01,8,0,8,0,8
40101,ORURO,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
60201,PADCAYA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
70502,PAILON,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
70902,PAMPA GRANDE,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
30202,PASORAPA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
40602,PAZÑA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,2,0,2,0,2
50403,POCOATA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
10103,POROMA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,2,0,2,0,2
50101,POTOSI,violencia intrafamiliar,violencia contra la mujer,2002-02-01,2,0,2,0,2
21201,PUCARANI,violencia intrafamiliar,violencia contra la mujer,2002-02-01,3,0,3,0,3
20401,PUERTO ACOSTA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
71402,PUERTO QUIJARRO,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
90201,PUERTO RICO,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
31205,PUERTO VILLARROEL,violencia intrafamiliar,violencia contra la mujer,2002-02-01,2,0,2,0,2
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra la mujer,2002-02-01,8,0,8,0,8
31001,SACABA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,3,0,3,0,3
31403,SAN BENITO,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
80501,SAN IGNACIO,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra la mujer,2002-02-01,4,0,4,0,4
71104,SAN JULIAN,violencia intrafamiliar,violencia contra la mujer,2002-02-01,2,0,2,0,2
60501,SAN LORENZO(TJA),violencia intrafamiliar,violencia contra la mujer,2002-02-01,3,0,3,0,3
10702,SAN LUCAS,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
70302,SAN MIGUEL DE VELASCO,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
50501,SAN PEDRO DE BUENA VISTA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
80702,SAN RAMON,violencia intrafamiliar,violencia contra la mujer,2002-02-01,4,0,4,0,4
70101,SANTA CRUZ DE LA SIERRA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
21901,SANTIAGO DE MACHACA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
30902,SIPE SIPE,violencia intrafamiliar,violencia contra la mujer,2002-02-01,2,0,2,0,2
10403,SOPACHUY,violencia intrafamiliar,violencia contra la mujer,2002-02-01,3,0,3,0,3
20601,SORATA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,9,0,9,0,9
10101,SUCRE,violencia intrafamiliar,violencia contra la mujer,2002-02-01,10,0,10,0,10
31101,TAPACARI,violencia intrafamiliar,violencia contra la mujer,2002-02-01,3,0,3,0,3
30401,TARATA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,4,0,4,0,4
20803,TIAWANACU,violencia intrafamiliar,violencia contra la mujer,2002-02-01,2,0,2,0,2
50102,TINGUIPAYA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
31601,TIRAQUE (CBBA),violencia intrafamiliar,violencia contra la mujer,2002-02-01,2,0,2,0,2
31201,TOTORA(CBBA),violencia intrafamiliar,violencia contra la mujer,2002-02-01,7,0,7,0,7
50801,TUPIZA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
60401,URIONDO (A. CONCEPCION),violencia intrafamiliar,violencia contra la mujer,2002-02-01,4,0,4,0,4
51201,UYUNI,violencia intrafamiliar,violencia contra la mujer,2002-02-01,66,0,66,0,66
70801,VALLEGRANDE,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
20801,VIACHA,violencia intrafamiliar,violencia contra la mujer,2002-02-01,3,0,3,0,3
10801,VILLA SERRANO,violencia intrafamiliar,violencia contra la mujer,2002-02-01,2,0,2,0,2
51501,VILLAZON,violencia intrafamiliar,violencia contra la mujer,2002-02-01,2,0,2,0,2
70201,WARNES,violencia intrafamiliar,violencia contra la mujer,2002-02-01,2,0,2,0,2
21103,YANACACHI,violencia intrafamiliar,violencia contra la mujer,2002-02-01,1,0,1,0,1
30201,AIQUILE,violencia intrafamiliar,violencia contra la mujer,2002-03-01,3,0,3,0,3
40603,ANTEQUERA,violencia intrafamiliar,violencia contra la mujer,2002-03-01,2,0,2,0,2
20701,APOLO,violencia intrafamiliar,violencia contra la mujer,2002-03-01,3,0,3,0,3
50301,BETANZOS,violencia intrafamiliar,violencia contra la mujer,2002-03-01,2,0,2,0,2
70401,BUENA VISTA,violencia intrafamiliar,violencia contra la mujer,2002-03-01,1,0,1,0,1
21003,CAJUATA,violencia intrafamiliar,violencia contra la mujer,2002-03-01,1,0,1,0,1
10701,CAMARGO,violencia intrafamiliar,violencia contra la mujer,2002-03-01,2,0,2,0,2
10901,CAMATAQUI (C. VILLA ABECIA),violencia intrafamiliar,violencia contra la mujer,2002-03-01,1,0,1,0,1
70706,CAMIRI,violencia intrafamiliar,violencia contra la mujer,2002-03-01,6,0,6,0,6
50702,CARIPUYO,violencia intrafamiliar,violencia contra la mujer,2002-03-01,1,0,1,0,1
40201,CHALLAPATA,violencia intrafamiliar,violencia contra la mujer,2002-03-01,1,0,1,0,1
30801,CLIZA,violencia intrafamiliar,violencia contra la mujer,2002-03-01,10,0,10,0,10
90101,COBIJA,violencia intrafamiliar,violencia contra la mujer,2002-03-01,2,0,2,0,2
30101,COCHABAMBA,violencia intrafamiliar,violencia contra la mujer,2002-03-01,5,0,5,0,5
31002,COLOMI,violencia intrafamiliar,violencia contra la mujer,2002-03-01,3,0,3,0,3
21402,CORIPATA,violencia intrafamiliar,violencia contra la mujer,2002-03-01,2,0,2,0,2
50601,COTAGAITA,violencia intrafamiliar,violencia contra la mujer,2002-03-01,1,0,1,0,1
20804,DESAGUADERO,violencia intrafamiliar,violencia contra la mujer,2002-03-01,3,0,3,0,3
20105,EL ALTO,violencia intrafamiliar,violencia contra la mujer,2002-03-01,18,0,18,0,18
60601,ENTRE RIOS,violencia intrafamiliar,violencia contra la mujer,2002-03-01,2,0,2,0,2
10502,HUACARETA,violencia intrafamiliar,violencia contra la mujer,2002-03-01,2,0,2,0,2
40701,HUANUNI,violencia intrafamiliar,violencia contra la mujer,2002-03-01,3,0,3,0,3
10703,INCAHUASI,violencia intrafamiliar,violencia contra la mujer,2002-03-01,1,0,1,0,1
70104,LA GUARDIA,violencia intrafamiliar,violencia contra la mujer,2002-03-01,1,0,1,0,1
